sentence,label,id,type
Also how much more debt can the federal government and especially the provinces incur before the one expenditure that soars past medicare will be servicing the debt.,1,fa8d30ad632b42ab8e34e346f1b55e3c,comment
"So now I have a unilateral increase in my costs that my competitors in New York, Mexico and Quebec do not have.",1,0406e02935594dbc824a8b6f91d8c7fd,comment
"Ariel Sharon had it right, get out of Gaza and West Bank, let these idiots blow each other up, and build a big wall/electric fence border.",8,3bc710f43b654b43bf68b38e5054e0d1,comment
"Canada needs surface ships, submarines, and air surveillance and intercept capability (satellites, drones, and human-flown planes) for all our sea borders.",8,3b58b262ec294560bfe13e67903d061b,comment
Harper's decision to have a lengthy election campaign so that Conservative attack ads could do their work while Trudeau would supposedly make mistakes instead gave Trudeau the advantage of time to build momentum to defeat Mr.,6,515403a511f8471992eec9fd9e7dd58c,comment
Native culture will not be 'assimilated' any more than any immigrant culture has been; they're all thriving within the rubric of Canada.,11,1a1c64533b45468f8f681c3461db9a75,comment
Most police forces have long had dash-mounted cameras in police cruisers - and putting cameras on officers' lapels is merely a logical extension of the cameras in officers' cars.,15,24526543,article
Canadians do not get to pick and choose whether to treat LGBT people fairly based on their personal value judgments.,4,82ea9a60f3b9458e8817a6f6970463ae,comment
"At the same time, however, a recent Forum Research poll shows only 13 per cent of Canadians believe this country currently accepts too few immigrants.",12,31975492,article
"And Harper is the most partisan PM we have ever had, and to every government body he can wield that club.",6,db4d66c4a42b4eebb21773fe1fbe5a8b,comment
"I am totally against racism and hate the rhetoric coming to us from south of the border, but this is a bit much.",4,7ffb8b4d12724daa97dd2867f1947e4d,comment
"With political and economic elites in a symbiotic union, this renders Mr. Tamblyn's points about a majority of climate changes believers and their political influence, moot.",6,e67a034079014313883ed5469b026d20,comment
And polls like that beg the question - are people answering honestly or answering with what they believe is the 'correct' response.,12,8b068fb50ee3460780e12cdc001d6cc0,comment
"How about good old physical intimidation:'5,000 signatures necessary to do this were gathered as part of a wider initiative to oust the YFS executives.",12,59fabf8e85544696b3f4bcfc2abe9e50,comment
I am a 30 something young professional with a lovely partner (who I met at the geriatric age of 31).,15,f796ff63ce8640dbbaf2f35312bcf58d,comment
"They are the theological bedrock for one of the most popular contemporary movements: the American prosperity gospel.Millions of American Christians agree that faith brings health, wealth and victory.",3,8077703,article
And if you immerse yourself in a never-ending flood of tragic hate stories without a more realistic goal your own mental health will be at serious risk.,9,f2d048ec30914c15a50d53f39e63ac61,comment
"If you want services, you have to pay for them: ORYou can go out of the city and buy some farm land and PAY TO IMPROVE IT and be independent that way.",1,7540cd2884134295baaf53d8e18b937d,comment
It is interesting that suddenly the media is portraying almost every second comment as a 'dog whistle' that is really a call for discrimination against some group or other.,4,4f24bae501d7440bb99689b69cd89470,comment
"China, India and now the US will more than make up for any slight reductions our billions will pay for.",1,902491_0,comment
"I'll happily wager the UK economy will do very nicely thank you, and will also be on the sidelines when the whole European 'project' collapses, as it inevitably wil.",1,9fb41df5dea940158d8a13288449385f,comment
"As for the supposed injustices done to anglophones in Qu?bec, I suggest asking ourselves what motivated governments to enact regulations that became 'supposed injustices.'",4,437f5cafc86d427f8ff441e356809f24,comment
"The five most populated countries - China, India, the USA, Indonesia, Brazil, Pakistan, and Nigeria - hold more than half the planets population, and the first three as a group hold over 40%.",12,ce81f9802e6b4be3a1600c1606569310,comment
Libya is ruled by elements of al Qaeda and ISIS and there is a massive amount of military hardware missing.,8,698222_0,comment
"'Unlike Canada, Sweden doesn't select for skills, education or the potential to succeed'LOL, what a load of XXXX Canada's policies are racially biased.",4,39e070d760cc420c8ebdb04ae0865f30,comment
Areas of concern are: ISIS members sneaking into Canada and performing acts of terrorism which will change our view of Muslims.,8,035ba9eee5a342a7a9cb3a4dda0f8b0e,comment
"My brilliant doctor went to a symposium on weight loss and came back saying that as far as he could tell, it was an almost impossible task.",9,65468aab866a4eba89de1c15445edbaf,comment
"I got my first flu shot in 2009 and was immediately paralysed (wheelchair and full-body paralysis) with GBS, a known side-effect of the flu shot.",9,dece2e4ccfca442685a50dba565be751,comment
The current process of lumping people into groups and treating these groups of people differently from one another is ridiculous as well as being racist and sexist.,4,1d87676125234290bfb54789531afbc7,comment
Romney played the business man card (even though he was born into money) McCain played the veteran card and Sarah Palin played the Joker....,15,f5d0bc33cf2049f7bf027bda63eb1c0f,comment
"Toronto can see where this is going, despite 'only' fifty two murders last year, of which I believe thirty two were gun related.",5,108b6fed6dda4b2d9a583cb68175b4bc,comment
"As with the Saudi arms deal, the moral arguments will loom large, even though they're pretty much beside the point.",3,29642815,article
"Court rulings change the rules of the game, forcing ministers to scramble to adjust.Worse, polls consistently show - as they certainly do now - that doing a lot more for aboriginals isn't very popular with the majority of Canadians.",12,8825750,article
"Nearly two-thirds, or 65 per cent of Canadians, said a nationwide referendum should definitely (37 per cent) or probably (28 per cent) be held on any changes to the electoral system.",12,8c9cbf4c5d794ffa846f2d870bd4b56d,comment
"Youth today have grown up in a world where a big chunk of their lives is experienced online and whatever happens online is amplified, permanent, and publically scrutinized.",11,e85ef1d66beb4c348e2b22edcd982a86,comment
"'The content, therefore, we consider it Asian-Canadian - but it's not pigeon-holed into any sort of tropes that would lend themselves to being identified as Asian.",11,14174748,article
"When was the last time a union or association acknowledged publicly that their members are overpaid?For the past several years, physicians' incomes have risen less rapidly.",1,24903968,article
Do we feel any sense of moral depravity that we are still having disputes with FNs' over land and rights?,3,74b5dbb46f5344a5b32ce331ffe445c3,comment
I always find it unfair that when the church is criticized people will go back centuries in order to find some hypocritical moment.,4,32fc50edd8684d6e83841b2a60beb964,comment
"If this is an example of Justin's decision making prowess, he doesn't deserve to have even a sniff of being PM.",6,09280426f4e644c6a40c228472c9262b,comment
"The machinist's complaints don't fit the permissible victimhood narrative, journalistic objectivity and fair play be damned: we just know he's really an intolerant, xenophobic, secret racist.",4,dd4d70c4f926491e86d4675028f6379f,comment
"I believe it was George Grant, or perhaps Tommy Douglas, who said that Americans had gone straight from barbarism to prosperity without any intermediate form of development in between.",11,0f772bc5f23b47259c9b960bde96bda7,comment
"I have to think that if the City of Toronto was serious about shutting Uber down, a few applications of civil forfeiture law against Uber drivers would establish precedent that the risks outweigh the rewards for participating.",5,cffd17781d8748c5b936b12a5c8255a9,comment
Perhaps our immigrant friends might consider that you came here to join a new society not import your old one.,11,e9ca5b8fd79e4b958a4f9b6d2d08a197,comment
Suddenly there is a threat being deemed as 'terrorist' on Global's Morning show targeting woman and feminists at U of T..with death.,8,4e206e45979c46a591c95b43105c1d7d,comment
"Inequality will grow exponentially, and the last tatters of the social safety net will be torn down and swept away.",4,754b754b37264ff49b78d325f7c38e0f,comment
"Just so you know there is Church doctrine on contraception etc., based on scripture and tradition and developed from logic, that cannot be changed even if the Pope feels like it.",3,9f9b3ae06a544be88b60369255c08e90,comment
"Similarly, I don't believe the public school system should become a place for Friday prayers....especially when males and females are required to worship separately.",4,410243fb4c434428b6caae5a95facc4b,comment
"Gender bias within the school system, whether it is done consciously or unconsciously, has become an issue and boys are being increasingly disadvantaged.",4,a4bcff7bf50848ae829919c54729d812,comment
The reality is that over 80 percent of Canadians held the same view as Harper on the niqab-citizenship ceremony preferences.,12,94d4211b83f04d95a46bdccae6b2053a,comment
"For Brexit, the online interactive poll recorded 907, 000 votes & maintained its forecast over the 6 months leading to Britain's decision to leave the EU.Now, the Presidential Election has its own online poll.",12,1f1ed0328af94771b08dafa598eb75c8,comment
I'm reluctant to embrace the millennial version of an ideal society because life does not really start until after school.,15,02e9e18d382e4871b090b44435ccadfe,comment
"According to the Globe & Mail's little survey on this subject, 70% of this site's readers agree with you, as do I, Jeffrey.",12,c4b4673ae9db4fbb86da15e18f19af8b,comment
"The March telephone survey by L?ger Marketing found 82 per cent of Canadians favoured the policy somewhat or strongly, with just 15 per cent opposed.",12,9a88d81b83734821adc1a30dbc308d36,comment
"And now here's Lawrence Martin to remind us that the Alberta oil patch is Canada's entire economy, and that we all have no choice but to eventually wake up and see it that way.",1,7531a21677e8453abe9c095c32ffb9cd,comment
"'Hydro-Quebec, the government-owned utility, has a contract to buy power from Newfoundland at a fixed price until 2016, and then a lower price still for 25 years thereafter.",1,13791736,article
It's part of Canadian culture to criticize the rest of the world for not living up to similar values while pretending Canada does and blaming Harper when evidence is irrefutable that myth and reality clash.,11,34f62fcb21ec4021bbeca8c96622c8ad,comment
"In the early 1980s, after a particularly bloody terrorist attack on French and American forces in Lebanon, France's tolerance for military casualties seemed much higher than that of the United States.",8,7427697,article
"'So, Conservatives, if you wouldn't mind pushing Harper aside so we can pretend all this secrecy and wedge politics stuff was all solely because of him, that'd be great.'",6,1f92c5877f99498fa3a73fc4249b55fa,comment
"Manning of course is part of the political establishment, his trade is stabbing grassroots activists in the back, and thats what he's talking about here.",6,691426_0,comment
Everything she is saying in this article is true about the general political trends up to the point where she talks about herself .,6,2e11891156094fc2bb34e850f707915d,comment
"Their efforts should be, if they are true to their principles, focused on the God-forsakennightmare Canada has become under Harper.",6,1bda564fa5f54105998980fe9e810dbf,comment
"He wrote that his age was giving him a hard time, but he wasn't complaining; he said his heart and lungs were 'paying him back' for what he did to them - 'smoking with assiduity.'",9,23965678,article
There should be independant patient advocates employed by the province in each hospital who know the system and whom the patents or their family can turn to.,9,1c54f534932b4a41a1ac4a04877b3e0b,comment
"Here's some better science-based journalism on ebola transmission for anyone who's interested in the West Africa outbreak: http://www.npr.org/blogs/goatsandsoda/2014/08/28/343734184/ebola-is-rapidly-mutating-as-it-spreads-across-west-africaThat 'bush meat' story is bunk, and this whole 'nothing to fear' mantra is a load of hogwash.",9,a71e9578e96d467fbca18ad948df19e2,comment
The health care ayatollahs seem to believe in evidence based medicine as long as it is not too expensive... and don't believe in a evidence based health care system.,9,72d06dd3e85b4442be7d59bf8d15c61b,comment
"Then, his former spokesman, Alykhan Velshi forced CBSA to create fictitious evidence of terrorism against George Galloway to prevent him from entering Canada.",8,1eebbb7706dd45b4933d26362c0d0062,comment
I understand that there are serious studies being done on the outcome of head injuries sustained by players in their career.,9,643b06aa6cf74d74be03e43aac93dc5e,comment
(Additional reporting by Pavel Polityuk in Kiev and Zlata Garasyuta in Moscow Writing by Andrew Osborn; Editing by Larry King),15,e31ce73bfb974ec6aa4a71f7fb57242b,comment
"It might also be added that we should not take too much comfort from the fact that the trends in question have not advanced as much in Canada as in the US and some other major, advanced and modern societies.",11,e5306279b25b482388f7b2605d5a3bef,comment
Ghomeshi-gate: a bad day for everyoneWhen a public figure allows his personal life to interfere with business life he opens the door for all kinds of moral recriminations.,3,9da98ca3b25448e1855a2ab0328b1a19,comment
"It's no different than crime; you don't reduce crime by arresting more people and throwing them in jail (as some believe), you do it by attacking the problems that lead to crime in the first place.",5,a12278c93a2040b7840dd0e680c91d2b,comment
"By throwing out its moral compass and disregarding international law, the 'Do as I Say, Not as I Do' policy implemented by Western nations have set a low bar that others will stoop to match.",3,6fbe48b468a8435492dd0aa19fdd9a77,comment
"Exposure to war can cause distress, but this is not necessarily synonymous with psychiatric illness.Indeed, the finest war journalists, the ones who have done this work for decades, usually understand that war leaves its mark on them.",9,20082739,article
"If this is indeed a new industry as Christie Clark would have us believe, develop a measure to assess where it lies on the continuum between the two and place the capital cost allowance there!",1,35c1bc1174b44ba9a00e6490c46d6ca7,comment
"Although it's not really possible to recreate the reality of mental illness, raising the awareness of the difficulty of nighttime is a good step, I think, for promoting empathy and understanding.",9,3f6f205793a84e7591e05f6721123096,comment
What makes my blood boil is the fact that the Ford family gets away with drug abuse and hanging around with known criminal drug dealers.,5,f18b71ebdc1e4e0ea8b370af02b4903d,comment
"When he was turned away by the police, he went to rob a fast food place - in order to be charged with a crime!",5,98fbfa6d6d2145afb162579b1b91ca67,comment
"This is the bizarre but very common idea that all european countries, or countries of european origin, like Canada, have have a moral duty and an inevitable destiny to make themselves into 'diverse', 'multicultural' hodge podges.",3,0ce6cceaa1cd4e8b9f6f11e0618f0219,comment
It seems to me that for folks such as she--who are clear thinking and whose medical situation is only going to get worse and not resolve--the option for doctor-assisted suicide should be available.,9,435248af7fc14c65b64f85319f80aba1,comment
"So the Globe and Mail believes that an RCMP investigation into the multiple Senate scandals would be 'excessive, given there is no indication of criminal wrongdoing.'",5,3ce7237109d84feabbd0db303d29fdbb,comment
Likewise it was not an exodus from Europe for a huge population of 'old stock' in Western Canada when Eastern Europeans were lured to settle the west with a contractual agreement of free land.,11,4dc149c6a1c4475ebae6256ee1327bcd,comment
"As long as senators are members of parliamentary party caucuses that include members of the Commons, there is a real prospect of fundamental conflict between their conventional duty and their caucus duty.",6,fbd94889355c4d29920be939263afb75,comment
"Also, could someone please point out where the right to marry - for anyone - appears in either the Charter in the US Constitution?",4,8cf7d9e84ba6486884dfe04b9c6ec30b,comment
"It encapsulated the history of the North-West Rebellion, Louis Riel and the very reason 19,000 francophones still live in Saskatchewan.",11,18056386,article
Not only will it make the profession safer but it would also help to alleviate some of the stigma behind prostitution.,4,9872369cef0b469fb5aa638504ad91c2,comment
However I don't think it is realistic to expect that if you live in a remote community you will have the same health care as someone living in a city.,9,94cfc6e3f257460f966a8541aa9d422b,comment
... no 50 plus one is fine as long as that 50 plus one signs up on a petition and explicitly gives up their citizenship .... can't see how else it could work.,11,e6dce3a1e2fd4639ab8ec43b9d8a9e1d,comment
With teachers competence does not even matter as they must commit a crime and only then can you get rid of them.,5,0574c6e6d1544ee2942d94dd93f23b24,comment
"Even if some decide to stay away, access to and security for the site, and for heads of state, will pose severe challenges.",8,27326661,article
"By the article's own numbers, that $1 billion could have gone to funding a year's worth of all day kindergarten or the clean energy program or 2 years of tuition grants for students.",1,029cd9caca204a34a67297c34d94c8f1,comment
Suggesting that such is the case is beyond ignorant and if that blade only cuts one way it is also racist as heck.,4,86bbaf17f2ee4641b751d3e3bbe8b5a1,comment
Canada has millions of people with deep multi generational roots here .. What the heck is wrong with saying that ?,11,3438a3423a90495a92a8b7c3846515f6,comment
(Suggesting that at the very least you will come out of all this with a whole new slate of kinky dating prospects!,15,3872a1d93407413d8b0c6205a22ff5fa,comment
"The debt went up by $671,942,119,311.43 in 2013 (according to us government numbers at the treasury dept).How is that a success?",1,a3ef7d1a032244958e1c43d4581fe5c9,comment
"To blame someone else because you feel angry, offended or upset shows an abandonment of responsibility and an utter lack of emotional and spiritual maturity.",15,331489_0,comment
"The Supreme Court decision has the potential to move back this frenzied rush to development and encourage creative, long term and possibly more sustainable solutions.",6,74a732d98a3142108d8fa2a7e982b5de,comment
"The big laugher is Steve goes there hat in hand and comes away with a few billion, less than his last visit.",1,7d476bdff775408e88e4807f57aac4cc,comment
"10 years from now, nobody outside of an undergrad who doesn't know any better is going to use this book as an historical reference.",15,2a5098db652340db8adc76840804a4bc,comment
"' Bush has been widely praised for his response to Katrina, in contrast with the criticism his brother, George W. Bush, faced as president in addressing the disaster.",6,87b2be7320314975919164a750602d86,comment
"In summation: 'When it comes to belief systems, for this one time I?m with the guy who quotes Dante, and is worried about the inferno here on Earth.'",15,dea4998f4b844a948f0ce2a35c13903d,comment
It's only a matter of time before the way in which Canadians frame their understanding of our world is through an entirely American lens.,11,15944796,article
Today is the day we learn in America that some are more equal than others and the law is no longer equally applied.,4,37cc9f2706fc4e90bda06846e71e0f83,comment
Not a Quebecer but I suspect that the majority of Quebecers just want to be themselves and flourish in their language and culture.,11,48f7e85aefa34fcb94364d7de97002c6,comment
I guess the G and M have decided to save money on writers by having Lieberal bagmen write OP ed's?,1,9d415c36b27448ad8fadbbe66407541a,comment
"If a family owed, with a growing debt, 39% of the gross family income, not as a mortgage, but as credit card debt, most bankers would stamp a rejection.",1,448e6b8799294d84a7decae69fb87923,comment
"So to avoid a split on the right, she joined a party she says was becoming more like the NDP???!!",6,35b8de1079d742a6b2f4fa065eb3b73c,comment
"Based on independent studies, each large wind turbine kills about 8 birds per month or about 100 birds per year.",12,b060f3e002a347dbab004aeb70dee672,comment
"Now, Canadian music nearly dominates the North American scene; or, at the very least, its power is vastly disproportionate to the country's size.",11,68d9cfa76f694b038e4556a6da15813a,comment
We can assist Iraq in developing a force that might have the balls to actually fight ISIS at their request.,8,fc27fb45ee6945f1acb8aaf79fca89fb,comment
"It can be eaten, smoked, or consumed as a tea) is much safer than ultra-potent, lab-created pharma-junk powders & pills as it's less concentrated and is harder to fatally OD on.",9,23d2cfa22a3f41e3bba290b3569b34ca,comment
They all accurately predicted what would be the outcome and limitations of the national survey method - they were right.,12,427bf30a1b8c481abf2b2e27dfd2d14e,comment
After a year and a half it's fair to say Canada has done its bit and now can feel good about re-deploying our scanty resources to best use against Daesh.,8,5f65b5a909d4455699472b96282a3ee5,comment
"I can readily acknowledge the injustices visited by my grandparents on your grandparents, and pledge not to visit them on you.",4,1d92019be67a42a2a8ec973f6225cf9e,comment
"He was solid on the hustings and in debates, never getting distracted from his message, but rarely sounding like a robot reciting memorized lines.",15,27932642,article
"I 100 per cent do not think that the policies that we have in place failed,' fact-checking chief Coco McPherson told the report's co-author.",6,,
?It struck me that the increased volume is actually a deliberate ploy by some restaurants to ensure that customers do not linger; thus they increase their turnover in an evening.,1,1a5f9b61fccb440bba355a9301debdd1,comment
Woah is me won't get you elected and playing victim is the mark of a weak leader ready to be pushed out.,6,971c7cc39947407bbcda5d8f59ef6644,comment
"At last count, the Society of International Gas Tanker and Terminal Operators (SIGTTO) calculates that more than 80,000 LNG cargoes have been safely delivered, with no loss of cargo tank containment and no on-board fatalities attributable to cargo operations.",9,25806219,article
"As someone who has been a part of the fist class Grade 'A' group of taxpayers, single male for the past 46 years, I don't anticipate my turn at the 'gravy train' pool of 'winners' !",1,b6d46fd0790545369b9a7e9f294a678d,comment
"Isn't the real issue, why do we support overly dangerous sports and how do we determine when danger crosses that line?",9,7b118186baf94132a86df45470a25e88,comment
So lets let the military get to work and come up with ways of killing the enemy in greater numbers than it can kill us.,8,13c0dc29ff7844a7817e23d7b093b91b,comment
In response to an earlier story about protesting the police practice of carding I made the following suggestion: I have a suggestion for a different type of protest: Be proactive.,15,a4b6615d9ce248af8867f37b600a425d,comment
"The English, however, could not be bothered as, for the most part, the traditional unitary state (with its essentially English nature) fitted their needs and aspirations.",11,08ff7e17bf504351b80a2c6c5c9a0ad4,comment
Unless of course he wants to the US to make Canadians get a visa to go to the US.And another thing is certain.,6,bd759476bdcc40939b0afdb6fde1a3dc,comment
Apportioning the undecided to the two camps produced 34 per cent for Yes and 66 per cent for No.Think about those numbers.,12,9685744,article
"Fear and distrust can be misplaced, depriving people of dignity;Legitimacy: Prisons differ in how just or fair prisoners perceive their jail to be.",4,22779238,article
It will be very interesting to see how the Toronto Police Union Representatives and the Toronto Police Union Lawyers try to justify and spin the shooting.,5,a1f074433414461abaaa5d17e1ce6394,comment
"He then comes the next day, and you have to pay him again, twice for the same work, because he is sick.",1,144f9cb94a7245cc8e7911b8a0f375db,comment
"Surely it doesn't take a rocket scientist to understand that using the current FPTP method perpetuates the inequitable, unfair and completely undemocratic dominance of the majority by a minority.",4,b7a78f5b3fbb4b0c83fd4419768e211b,comment
"More often than not, these new treaties - negotiated by indigenous peoples because there are few other options - end up back in court because of a lack of implementation or the familiar misinterpretation.There are alternatives.",6,22887364,article
"Some will point to Europe and say that people have embraced dense living for a long time, but the difference is they have no choice.",11,676a8a405298490bb36831e9fa79e87e,comment
"Thus it is not surprising that both quote (or should I say, misquote) the same Koranic passages as justification for their views.",3,22458385,article
"So far only the United States, Canada, Australia, New Zealand, Japan, Philippines, and Vietnam has said the case was binding.",5,7afceeab3c934e47beb017c8edffcea4,comment
"Dean Martin hailed from Steubenville, then a tough coal town well known for its lack of social graces, less than discreet vice, and easygoing law enforcement.",11,0110461a703b43778a98ec478c3276bc,comment
"And therein lies the clue - America is, however, an extremely violent society, and has been since its earliest days.",11,6ca90f2a7f1644cea3a33e6b8494f4a4,comment
"Given that I wouldn't vote for Harper with a gun to my head, I'm not very good at judging the efficacy of this advice.",6,9355868d528c4b57b73488852ef25bed,comment
"I, for one, don't consider myself an atheist, or a Christian, for that matter, and these prayers have always seemed utterly out of place and even hypocritical to me, especially considering what so often takes place during the following meetings.",3,b202755c8d9b41f79d33700ed79cba17,comment
